name,naics_code,naics_label
Every Day Sustainable Living,561,
True Advocate Group,524,
RIPPIN,561,
Civiltech,5413,
Shengshi Sports,339,
Pressure Entertainment,512,
Jyoti Ceramic,327,
Scholar Sacco,522,
Bagdi Cable Network Pvt. Ltd.,335,
Sovereign Ships,336,
The Cota Group,524,
JRV Technologies,333,
RoyoTyre Industrial,441,
IDA Controls,335,
Estel Elevator's,333,
Redd Iron,332,Fabricated Metal Product Manufacturing
Semangat Fire,561,Administrative and Support Services
Authentic Masonry and Stone,238,
Lakewood Automation,423,
Ore no Bali bali,451,
Pleasant Valley Farms,111,Crop Production
Robin's Messy Desk,812,
StockEd Academy,611310,
Abner Construction,238,
Wyllie Martial Arts,713,
Universe Educational Products,451,
Novodecor,337,Furniture and Related Product Manufacturing
Reliant Valve,332,
Howo,336,
Calhouncustomcreations,722,
TW Networks,541930,
Lapland,111,Crop Production
Navcom Trucks And Equipment,441,
Spent Heat,451,
SCUDERIA SONNEVEND,112,
Whosevent Photo Booth,541921,
Yampa Motors,441,
Bookalook,541,
OSM Maritime Services Incorporated,484,
IAG,541,"Professional, Scientific, and Technical Services"
PUDA SCIENTIFIC,325,
Barn Door,311,
Your Secretary & Shipping,561910,
EnergyCapture,211,
My Kids' Dentists,621,
VersaChem,325,
Giannie Anthony,624,
Bhulani Steel,332,
Pachori Travels,485,
Sadeq Institute,541,
Create A Treat,311,
Yellow Eye,512,
Cannonball,523,
Star Gear,334,
H&H-SYSTEM,339,
FANSON PURE,221,
Lasana Jewelers,448,
Summit Ford,441 – Motor Vehicle and Parts Dealers,
VTS Group,333,
Zeman Bauelemente,333,
USB Industries,493,
Desert Skies RV Repair,811,
Amati Innovation,517,Telecommunications
Al Khaleej Auto Car Trading,532,
ProFab,332,
Mediplast,326,
Evolved Binary,541990,
Enepay,334,
Bon AppéSweet,311,Food Manufacturing
Excell Research,541,
Leafio,446,
Little Austria,311,
Taraf Synergy,339,
Vertical Source,314,
Made With Love Not Gluten Bakery,311,
Wolfgang paving,238,
Clip Drape,314,
PivotNine,541910,
Wine Cellar Designs,443,
McGrath Industries,333,
Henrico Education Foundation,813,
Rex Arms,451,
Sakas foods,311,
Casablanca Comics,451,
Amron Stair Works,321920,
Estro,337,
Etona,453,
AIRBOTIX,336,Transportation Equipment Manufacturing
Sea Hydrosystems,333,
Fire Truck Pizza,722,
Stock Excavators,333,
Tropical Battery,335,
Almeida & Bell Dental,621,
The Kelly Group,238,
Capital logistics,484,
Safe Haven,624,
Birmingham Charter Bus Company,485,
Zetex Engineers Private Limited,335,
Roman Cheese Products,722,
Zentz Industrial Services,333,
Wealthy By Choice And Action,523,
Open Heart Media,541910,
Economic Outlook,541930,
UDDIBABA,721,
Aquacue,221,Utilities
Atexty,314,
RKP POLYBAGS,561,Administrative and Support Services.
Vino100,453,
Mangrove Mud Motors,333,
Susama Trading Co.,423,
Remote Sourcing,621,Ambulatory Health Care Services
Nova Lubes,324,
A PAPER,512,
Everest Marble,423613,
A Miracle Hospice,621,
Gourani Limited, 327,
Compliance as a Service,511,Custom Computer Programming Services
Asia Max,325,
Sensory Solution,312,
GH Crop,325,
Eyebar,621,
Saga Engineering,333,
N VISION,541310,
Benefits Plus Consulting Group,524,
Floral Treasure,453,Florists
RKM Auto Solutions,441,
Q Line,488,
Aowei Machinery,333,
MHRE,531,
Central Truck Supply,336,
Star Brands Group,325,
Mountain Man Meats, 311,
Roof Replacement Phoenix,238,
Atlantic Health Care,621,
Elite Tax Resolutions,541213,
Opulence consulting,541611,
Northport Skin Fitness,812,
Jaguar Transport,484,
Games Empire,451,
Comtec Incorporated,335,
California Clean Locomotives, 814,
BarTopTees,448,
Bridge Education International,611,
Ahner Industrial,332,
DollsVilla,451,
FC. welding,238,
Palo Alto Risk Solutions,561,
AgroGas Group,467,
Creative Home Technologies,238,
Express Packers Movers,484,Truck Transportation
Bonioka,316,
Global Energy Resources,211,
Wallkill Valley Rail Trail Association,813,
Rubber City Machinery,333,
Tuna Can Ranch,112,
Infinite Rags,448,
Sullivan Claims,524,Insurance Carriers and Related Activities
Excell Junk Removal,562,
Anzania,712,
Enzyam,325,
SAFE FUTURE,621,Ambulatory Health Care Services
Flush Valve,332,
Joester Loria Group,541613,
Millstone Guitars, 339992,
Butte Creek BBQ,722,
Power Drafting Services,541310,
Supersapiens,541,
Nursing Network,611,
TastyFaShow,445,
BayInfoNet,443,
Plants West,444,
The Bron Valuers,531,
Ideal Detailing Solutions,811490,
Punita Group,316,
Lomir,339,
Blossom Park,611,
Benleigh Vending,454,
Hatzell Bros,238,
Doorricade,444,
Waldner,334,
Marine Power Training,611,
Hi-Tech Agro Soup,111,
Maximising Capability,541611,
RC Williams,339,
Bloomfield Public Library,519,
Katy Skelton,337,
Jaikar Industry,333,
Bebergs Landscape Su,444,
Corey Companies,531,
Trail Crew,561,
Toneseeker,339,
Husky Foundation,813,
VETERANS SINGLEPLY,238,
The Passage Digital,"541');?>""",
P's BBQ Rub,311,
MEM Dental,339,
J & G Agencies,444,
Universal Constructions,236,
LAU'S PACKAGING,326,
Too Many T-Shirts,314,
MayaCo Export House,311,
TSENG Huat Hardware,444,
Design Collective,314,
Heritage Roofing,238,
Diablo's Detail Shop,811,
Viking Sharp,811310,
Evans Floors,238,
Schrader Orthopedic,621,
Tiremaxx,441,
Power Meter Monitor,334,
Peregrine,523,
AESG,811,
RanKKo corp,311,
Rise and Sign,541199,
Medicus,621,
Elite Travel,485,
DN N DRTY,488,
Michigan Ability Partners,624,
The Palms Town,721,
New Holland Church Furniture,337,
Sanitary Septic Services,562,
Smoky Mountain Grocery,445,
Hewa Resources,448,
Kane Waterproofing,238,
Enviroblinds,326,
CARDONE,336,Transportation Equipment Manufacturing
Twinstead Investment,523,
National Carpet One,238,
Block Manufacturing,327,
Janesville Brick,444,
Abhyudaya Trading,332,
Linyi zhengda Wood,321,
Noor Fatima Textile,314,
Epionica,339,Miscellaneous Manufacturing
SEBEGA,442,
Special needs cots,337,
Victoriabbcagliari,453,
Brenmar Inc.,722,
GT SONIC,333,
Go Smart Blinds,335,
Apple Green Water Supply,221,
Tint King,811310,
VD Projekti,337,
Refrigerated Truck Rental,532,
Senawang Laminating,326,
Saddler Horse,453,
Linton Aviation,481,
MK Wood Solutions,321,
Innovative Interiors by Tricia,541410,
Tmdb Movies,512,
Megan Crook,314,
Fisher and DeBoer,811310,
ADI,423,
ADK Video Editing,512,
Woodlark Nurseries,444,
Arivaca Animal Clinic,541930,
Acclaim,221,
Jamal Injury,541330,
Henry's Tree Farm,111,Crop Production
Roof,238,
EcoShred,326,
K Machine & Fabrication,332,
Pineworx,325,
Jubilee Orchards,111,
CUMIC,332,
Numed,339,
Diamond Shine Janitorial,561,
Dyer Livestock,112,
Vinetech,312,
Hansraj Corporation - Interior Designer,541410,
Pressure Washing Service,561,
Sakura Passenger Transport,485,Transit and Ground Passenger Transportation
Shanco International,339,
Leonardo DRS,541715,
PIC2BRICK,327,
Big Bucks Supply,111,
Sweet Creations,311,
Salem Alliance for the Environment,999,
Chicken Country,722,
Westgate Imports,441,
Colva,524,Insurance Carriers
SandHills Seamless,561,
Unique Sorter,333,
Keys To Inclusion,611,
vmcSelect,531,
Giraffe Tools,333,
DSB Furniture,337,
Accuzona,333,
Suzhou-Chem,325,Chemical Manufacturing
Alpha Bat Pro,3352,
Happy Hounds,812,
Gate Repair Temple City,238,
Hampden Dental Group,621,Ambulatory Health Care Services
Aisin Automotive,332,
Jiya Eco,325,Chemical Manufacturing
MonoTx,621491,
Corner Post Fence,238,
Forax,333,
Smart Spout,333,
RecordiaPro,334,Computer and Electronic Product Manufacturing
WJ Management,531,Real Estate
Fenn Insurance,524,
LTD ANIMALS,541940,
FlyParcel Logistics,492,Couriers and Messengers
Grow In Therapy,621,Ambulatory Health Care Services
Stone's Earthwork,238,
BEYOND EARNINGS,541,"Professional, Scientific, and Technical Services"
Biddle Law,541110,
Treasure Drywall,238,
Winner Auto Components,336,
Ooober,541613,
Changsong Industrial Equipment Shandong Ltd.,333,
Alerse, 314,
Laundry Chief,812,
Sea Breeze Intl,325,
J Matthews Legal,561930,
Hangshuo,326,
Joy Stir,336,
fireTEK Firing System,335,
First Class Bangkok,485,
Dallas Paint Disposal,562,
REDLANDS VILLAGE DITCH,221,
MC3,611710,
Dirty Boyz Sanitation,562,
Bright Future Driving School,611630,
NovaFori,511,
Golden Fields Financial,522,
CACH Fires,333,
Southwest Exploration,213,
Hutchison Insurance Group,524,
Sensory play,713,
Titan Bee,111,
TrueStim,339,
World Mobile,517,Telecommunications
Gardner Technology,811,
Escape Party Planning,561,
PACON,333,
GRACE AMBULETTE,485,
Aircraft & Avionics Solutions,481,
Oceans Limited Canada,541360,
Fort Wayne,562,
KAGEHT,325,
Debdale,325,
BFuzion,532,
All star seamless guttering,561790,
Ossola Industrials,327,
Island Cove,441,
Keep Punching,813,
Microntech Engineers,333,
Super A Scientific,334,
Island Exhibitions,541420,
ASCENDER CAPITAL,523,
Wisconsin Water Quality Trading Clearinghouse,221,
Samanto Associates,236,
G-Analog,334,
Ankush Kumar Films Studio,512,
Next Chapter Therapy,621,Ambulatory Health Care Services
Mineral Source,212,
Culhane Law,541,"Professional, Scientific, and Technical Services"
Active Imprints,323,
Everland,311,
Sunline Australia,325,
24 Online Bazar,454,
TMG Enterprises India,316,
Value care services,621,
Tiny Tails to You,  712,
Azonmic,339,
A&G Metal Treatments,332,Fabricated Metal Product Manufacturing
Glizzys,722,
Tom Cecil,442,
Paramount Foundation,711,
Jingyu Plastic,326,Plastics and Rubber Products
Encourage Publishing,511,Publishing industries (except internet)
AGT,236,
Re-balance,621,
Olive Drab Technologies,541611,
Chocolat GRACE,311,
KBHS Home Loans,522,
Taiyao,332,
Service Uniform,812,
PIP Ireland,332,
Swiftqueue,621,
Tutu Park Mall, 531,
FaithWalk Incorporat,624,
BayMar Books,451,
WellWorth,311,
Phil Foster,  812,
Wctcancerwellness,813,
2PL,485,
OUTSIDEthaBOX,711,
After Hours Transportation,485,
Maximum Multimedia,238,
RISENDA,334,
West Orange Nephrology,621,
Elizabeth Rist Makeup Artistry, 611,
Caramenico Funeral Home,812,
SouthSide Film Festival,512,
Fly Fish Australia,713,
Integrated Consultants,561,Administrative and Support Services
Trek Resources,211,
Taber Transducer,333,
Second City Prime,445,
Blue Crane Capital,522,
Friends of Battlefield,712,
Bin Lahej Crushers,212,
NK Home,238,
Wild Roots,444,
LaborTech,813,
Blue Elephant Capital Management,523,
Charles Irvine,523,
SRQ Technology,334,Computer and Electronic Product Manufacturing
Pasadena Now,511,Publishing Industries (except Internet)
Creatively Created,323,
Network Enhancement Systems,453,
NEW NETWORK TRANSPORT,484,Truck Transportation
AHAM Industry Supply Guide,541613,
Sophie's Safe Haven,712,
Aquatec Plumbing Supplies,423,
Delta Wealth Solutions,523,
Global Dental,339,
Saturas Trade,531,
Scitex,541,
Tail is Up,813,
Green Mountain Tent Rentals,532,
Tsori Capital,541940,
Sail Training Association Romania,813,
Leidos,541,"Professional, Scientific, and Technical Services"
Puzzle Maker Studios,512,
Birmingham Materials Handling,611310,
Golden Tilapia Farmers,112,
JK Furniture Systems,337,
Coastside Home Inspectors,531,
Vanintang,339,
Hotel Cosmique,721,
Rescue Ranch,624,
Kingdom Stone,238,
Uproar PR,541910,
Lake Land Employment Group,561,
PALM BEACH ORTHOPEDIC SPECIALISTS,621,
FLA SEAFOOD KITCHEN,722,
General Provision,531,
Silver Spoons,721,
Tubicom,322,
Vibe Luxury Carts,441,Motor Vehicle and Parts Dealers
TJJ Trading,213,
First Pinnacle Online Store,326,
Affordable Group,238,
Arkansas Self-Insurance Trust,524,Insurance Carriers
Sentry Anesthesia,621,Ambulatory Health Care Services
Helicopter Helmet,336,
MAPLE JUDE,327,
SJ Childs,541930,
2020 Hearing,621310,
Ninecer,337,
SYNDICATE Shipping,484,
Industrialchemgroup,325,
Newdynamic,336,
Hunter Valley Concrete,327,
McKimson & Soderberg,541,"Professional, Scientific, and Technical Services"
Rural Organics,111,
Stone Source,423610,
SPEC,541- Engineering Services,Engineering Services
Complete Sealing,238,
BrioHR,541611,
Venox Technologies,511,
El Chilan Chiles,424,"Merchant Wholesalers, Groceries"
Wonder Alu Board,331,
Oregon Wine Class,312,
Bookkeeping To Go,541,"Professional, Scientific, and Technical Services"
Beebasskulikuli Company Limited,311,
Austin Leather Gallery,442,
Time Clinic,611,Educational Services
Slater Management,531311,
Sportlane,713,
Instrument of Christ,813,
Proceed,621,
Wona Trading,423,
Golden Hands Homecare Inc.,621,
SL Products,332,Fabricated Metal Product Manufacturing
Ebrani Holdings,531,
Lost Acres Vineyard,312,
Lovelexur,442,
Maple Machine,332,Fabricated Metal Product Manufacturing
JEFAIFF,484,
Reno Brew Bike,561,Administrative and Support Services
Amperes,334,
Feng Capital,522,Credit Intermediation and Related Activities
Punjab Silage,111,
Beyond The Catch,487,
Park Academy,611,
RK STATIONERY,453,
Real Estate Designer,323,Printing and Related Support Activities
Pro-Comm,334,
Comb Logic,335,
Global Vac Forming,326,Plastics and Rubber Products Manufacturing
ULTI CRYSTAL,333,Machinery Manufacturing
Ambrosia Juicery,445,
Paramount Supply Chain Solutions,541613,
Silverton,711,
SHAW FAMILY MEDICAL,621,Ambulatory Health Care Services
Muk A G's,311,
Photo Lab,812,
The University District,611,
The Construction Cards,611,
Stack light,335,
Kangra Tea House,311,
The Hull Institute,621,
Wire Pot Hanger, 332,
North Shore Elite Collective,327,
Lawler Foot,621,
Nutex,325,
Templock,326,
JOEL ROBINSON & ASSOCIATES,442,
Khunteta,336,
Project Engineering & Controls Pvt. Ltd. PECPL,541,"Professional, Scientific, and Technical Services"
Worldup,448,
FUSE3 Advertising,541613,
BARNARD & GERVAIS,541310,
The Sanctuary,624,
D&D Research Lab,541,
ELEVATOR SHEET METAL,332,
Advanced Print,323,
Lenovera,333,
Premium Kitchen Sink,332,
Techone Electronics,334,
Phuket Ocean Villas,721,
T-Shell,443,
Vancouver Cross-Dock, 484,
Petershill Partners,523,
Star Bright Finishes,332,
Cancer Treatment,621,
ThermaRay,333,
Aledo Athletic Club, 713,
Auto Magnate,441,
Hamilton Industrial,238,
Indian Export Hub,311,
Bathroom Clearance,337,
The Women's Library,519,
TYK Adventure Tours,561,
NotcHead,332,
Accurate Steel Estimating,238,
Blue Star Tires,441,Motor Vehicle and Parts Dealers
United Aeronautical,336,
Chirus,325,
Platinum Airport Transfers,485,Transit and Ground Passenger Transportation
Maryland Families for Safe Birth,624,
Global Financial Trust Management Group,523,
Lake Hopatcong,713,
Lightsmania,444,
Jain Agro Products,322,Paper Manufacturing
Nancy's Fancy,311,
The M & W Nuts,311,
Judge Brothers Gutters,238,
Brands From Turkey,445,
Skipton Joinery,321,Wood Product Manufacturing
Beckstein,311,
Alfa Security,561,Administrative and Support Services
Key Financial Services,522,Credit Intermediation and Related Activities
Ace Moving,484,
Online Express,492,
Gopal Traders & Pioneer,424,
Floor Solutions NY,238,
Auto ID Systems,339,
Newhouse Farm Partnership,112,
Business Royals,424,"Merchant Wholesalers, Nondurable Goods"
Chemaii,333,
Southern Aerial Surveys,541330,
Treehouse Experts,236,
Automotive Equipment Sales & Service,811,
Craft Society,722,
Cartography and Geographic Information Society,813,
Adnation,541810,
Guernsey Architectural Solutions,332,
NISSAN CORPORATION,336,
Xtremehrom,511,
FHI Plant Services,238,
Northeast Pro Painting,238,
SP Asset Holding,523,
Grubbs, 339,
Lightoro,444,
Khushi trading company - Hardware Store,444,
Winterich,327,Nonmetallic Mineral Product Manufacturing
KART ENGINE SHOP,423910,
Sliderobes,337,
Customized Healthcare Solutions,621310,
WEBII,611,
Coveva,451,
Bountiful Blessings Day Care,624,
BATHINHUB,326,
GLOBAL ELITE FORCE SECURITY,561,Administrative and Support Services
Rock Medical,621,
Salvatore,238,
SHARPDJLITE,335,
Ryan Burress,561,
Left Coast Holdings,312,
Beach Club,531,
Friend Partnership,541,
HDSAFE Industrial Solutions,423,
Saltdean Home and Garden,444,
Mazubio,621,
Evans Flowers,453,
Hitech UV,333,Machinery Manufacturing
Management & Information Technology Solutions,611310,
Allegheny Construction,236,
The Palazzi's Custom Creations, 453,
Laframboise Drilling,213,
Candiz,311,
WinternetWeb,541613,
Salads 101,311,
Compressed Air Controls,423,
AMC RECEIVABLE MANAGEMENT,561,Administrative and Support Services
DuraCart,326,
Krishnabcc,813,
Woodland & Countryside Management,113,
Outside Heating,333,
Promaton,339,
Allied Beef,112,
GREEN WS,454,
Spin the Globe,561,Administrative and Support Services
Gumboots Media,512,
All-In Treatment Center,6216,
Well Grounded Cafe,722,
MSE Meili,334,
COMMOBUY,325,
Oksquared,335,
DANCOMECH,333,
ANS Hair Studio,812,
Fleettalk by Rock Communications,485,
RD Design,541,
Unichem Steel,331,
Western Blended,327,
GFB,523,
Mobil Corporation,517,
Capital Hearing Center,621310,
Sanjay Weaving Mills,313,
Aloss Group,238,
American Crane,333,
Lincxury Drive,532,
Northern Iowa Therapy,621,Ambulatory Health Care Services
Michael A Floyd Funeral Home,812,
Zhengqu,332,
Sunshine Laminators,326,
Speed Wrap,238,
Kawai,451,
Bending Oak Properties,236,
Epting Logistics,484,Truck Transportation
Aalin Dairy,311,
Stone Details,541310,
Innovative Elevator Consulting,238,
Maheswari Tea Company,413,
Aigantighe,712,
GreenFlow Canna,012,
Trilogy Designs,337,
RACE Computers,541519,
AMG Golden Star,236,
Altum Green Energy,221,
Global Healthcare Academy,611,
Switchback Forestry,541,
Therapy Busy Box,621390,
Camby Trucking Company,484,
Archisen,111,
Integrated Modular,236,
GE Evergreen,336,
THE LUXURY CONSULTING,541,
Vmdty,448,
Hisfavor,541213,
OP Fish Market,445,
Ninjaplast,326,
Buddha Ratana,111,
Antenne Books,511,Publishing
Galcha,443,
Dinesh Industries,333,
Sleep Management Institute,621,
Moncton Taco Week,722,
Luxor Linen,314,
Great Eastern Energy,213,
COTC,722,
La-Medicca,325,
Power By The Hour,532,
The Loungeroom, 711,
Ettain Staffing,561,
Moving Made Smooth,484,
Cocona press,511,
Lords Valley Transport,484,
Vincci,448,
AWP Consulting,541930,
Vickers Security Services,561,
NertExtriym,621,
Immense Marketing,541,
American Data Management,493,Warehousing and Storage
Sleep Certified,621999,
CheckinTuscany,561,Travel Arrangement and Reservation Services
